Song,line,Surprise
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Chris says theyre closing down the bar.
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: No way!
",1
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Yeah, apparently theyre turning it into some kinda coffee place.
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Just coffee! Where are we gonna hang out now?
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Got me.
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Can I get a beer.
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Hey, did you pick a roommate?
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: You betcha!
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Is it the Italian guy?
",0
2,"#topic#: Roommate problem
#summary#: Monica tells Chandler that Chris says they're closing down the bar. Chandler wants a beer. Monica asks if he picked a roommate.
#sentence#: Um-mm, yeah right!
",0
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: Oh my God, oh my God! Poor Monica!
",1
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: What, what, what?!
",1
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: What?!
",1
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: He was with her when he wrote this poem.
",0
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: Look,  'My vessel so empty with nothing inside.
",0
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: Now that I've touched you, you seem emptier still.'
",0
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: He thinks Monica is empty, she is the empty vase!
",1
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: Oh, totally. Oh, God, oh, she seemed so happy too.
",0
3,"#topic#: A poem
#summary#: #Phoebe# tells #Chandler# that Monica's boyfriend wrote a poem about her. #Phoebe# thinks Monica is empty.
#sentence#: Done.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Hey!
",1
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Hi!
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: What are you doing here?
",1
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Ah y'know, this building is on my paper route so I...
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Oh.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Hi.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Hi.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Howd did it go?
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldnt shut up.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Im so proud of you.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Me too!
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Listen, Im ah, Im sorry Ive been so crazy and jealous and, its just that I like you a lot, so...
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: I know.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Yeah.
",0
4,"#topic#: Paper route
#summary#: #Ross# is on #Ross#'s paper route and #Rachel# is interviewing with a woman. #Rachel# is happy because #Ross# coached her. #Ross# is sorry #Ross# has been jealous of #Rachel#.
#sentence#: Yeah.
",0
5,"#topic#: A foreigner
#summary#: #Phoebe# introduces #Sergei# to #Joey# and #Phoebe# tells him that #Sergei# is a Russian. #Joey# is surprised.
#sentence#: Ameri-can.
",0
5,"#topic#: A foreigner
#summary#: #Phoebe# introduces #Sergei# to #Joey# and #Phoebe# tells him that #Sergei# is a Russian. #Joey# is surprised.
#sentence#: Ameri-ccan.
",0
5,"#topic#: A foreigner
#summary#: #Phoebe# introduces #Sergei# to #Joey# and #Phoebe# tells him that #Sergei# is a Russian. #Joey# is surprised.
#sentence#: Ameri-can. Y'know its a
",0
5,"#topic#: A foreigner
#summary#: #Phoebe# introduces #Sergei# to #Joey# and #Phoebe# tells him that #Sergei# is a Russian. #Joey# is surprised.
#sentence#: Everybody!!
",1
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Good job Joe! Well done! Top notch!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: You liked it? You really liked it?
",1
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Oh-ho-ho, yeah!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Which part exactly?
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: The whole thing! Can we go?
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Oh no-no-no, give me some specifics.
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: I love the specifics, the specifics were the best part!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Hey, what about the scene with the kangaroo? Did-did you like that part?
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: I was surprised to see a kangaroo in a World War I epic.
",1
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: You fell asleep!!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: There was no kangaroo!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: They didnt take any of my suggestions!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Thats for coming buddy.
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Ill see you later.
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Dont go!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Im sorry.
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Im so sorry!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Look!
",1
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: This guy fell asleep!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: He fell asleep too!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Be mad at him!
",0
6,"#topic#: Watch a movie
#summary#: #Chandler# and #Joey# are watching the movie and #Chandler# is very satisfied with the movie. #Chandler# tells #Joey# the kangaroo scene was surprising. #Joey# is disappointed that they didn't take any of his suggestions.
#sentence#: Or, call an ambulance.
",0
7,"#topic#: Tell Rachel
#summary#: #Joey# tells #Ross# that Rachel messed up her dessert. #Ross# thinks it's ridiculous.
#sentence#: Okay, look, I think we have to tell Rachel she messed up her dessert.
",0
7,"#topic#: Tell Rachel
#summary#: #Joey# tells #Ross# that Rachel messed up her dessert. #Ross# thinks it's ridiculous.
#sentence#: What?! What is with everybody? Its Thanksgiving, not...Truth-Day!
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: Yes, and it is my dying wish to have that ring.
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: See, if Im not buried with that ring then my spirit is going to wander the nether world for all eternity
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: Okay, thats enough honey!
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: I dont know.  Let me see the ring.
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: Great! Okay, here.
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: All right.
",0
8,"#topic#: Dying wish
#summary#: #Chandler# gives #Phoebe# the ring. #Phoebe# wants to be buried with the ring. #Customer# wants to see the ring.
#sentence#: Thank you. Thank you. Thank you!  And
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: What've you been up to?
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Oh, you know, the usual, teaching aerobics, partying way too much.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Oh, and in case you were wondering, those are my legs on the new James Bond poster.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Can you hold on a moment? I have another call.  I love her.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: I know.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: I'm back.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: So, are we gonna get together or what?
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Great, I'll see you then.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Ok.  Ok. Having a phone has finally paid off.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Oh my god. You are pure evil.
",0
9,"#topic#: A new James bond poster
#summary#: #Jade# tells Chandler that she's been teaching aerobics, partying too much, and the new James Bond poster is her legs. #Chandler# asks her to meet him tomorrow afternoon at Central Perk. #Ross# thinks that when Bob doesn't show up, #Jade# will seek comfort in the open arms of the wry stranger at the next table.
#sentence#: Ok, pure evil , horny and alone . I've done this
",0
10,"#topic#: A garbage can
#summary#: #Phoebe# complains about the bucket. #Phoebe# thinks nobody respects the bucket.
#sentence#: Nobody!
",0
10,"#topic#: A garbage can
#summary#: #Phoebe# complains about the bucket. #Phoebe# thinks nobody respects the bucket.
#sentence#: Nobody respects the bucket!
",0
10,"#topic#: A garbage can
#summary#: #Phoebe# complains about the bucket. #Phoebe# thinks nobody respects the bucket.
#sentence#: You wouldn't believe what people put in here!
",0
10,"#topic#: A garbage can
#summary#: #Phoebe# complains about the bucket. #Phoebe# thinks nobody respects the bucket.
#sentence#: Look!
",0
10,"#topic#: A garbage can
#summary#: #Phoebe# complains about the bucket. #Phoebe# thinks nobody respects the bucket.
#sentence#: Okay, does this look like a garbage can to you?
",0
10,"#topic#: A garbage can
#summary#: #Phoebe# complains about the bucket. #Phoebe# thinks nobody respects the bucket.
#sentence#: No.
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: This is my wedding.
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: All right, yknow what? We really are late! Lets go! Lets go! Lets go!!
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: Fine. Youll-youll watch it on video when we get back.
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: Thank you.
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: Thank you.
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: All right, lets go! Bye, Pheebs!
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: Bye, Pheebs!
",0
11,"#topic#: Late for the wedding
#summary#: #Ross# and Monica are late for the wedding. #Ross# tells #Monica# to watch the video of the wedding on the computer. #Phoebe# gives #Joey# a hug.
#sentence#: London baby!!
",0
